ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,anomaly,anomaly_score
527.221109,6,138,43,53,2,0.000634,34,149,4,1,82,1,197,0,-0.32922388393262414
527.222342,6,274,43,53,2,0.000414,34,94,4,1,82,1,142,0,-0.32928257417620077
478.290309,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.28237059440138745
536.219989,3,332,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2933283274825949
483.304987,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.29814325017457816
550.236632,3,333,25,1177,1,2.997648,0,0,3,2,104,0,0,0,-0.290877869690874
550.234454,6,211,43,53,2,0.000615,34,149,4,1,82,1,197,0,-0.3297002307164023
550.23564,6,502,43,53,2,0.000453,34,94,4,1,82,1,142,0,-0.30935695235653177
559.232477,3,333,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2922252615167306
509.208723,11,6,42,136,0,0.000291,24,24,0,1,72,1,72,0,-0.2521590630984361
513.767177,12,6,44,136,0,0.00027,24,16,0,1,72,1,64,0,-0.24654797520470134
573.254582,3,334,25,1177,1,3.002395,0,0,3,2,104,0,0,0,-0.28862488794651503
518.776716,11,6,45,136,0,0.00024,24,24,0,1,72,1,72,0,-0.25584193258122084
519.288728,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3069896918544903
521.192463,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.32500830459252533
522.692546,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.31024950148610364
522.770403,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.3164916388964383
573.237736,6,531,43,53,2,0.015421,34,149,4,1,82,1,197,0,-0.3025027023114557
573.253627,6,105,43,53,2,0.000453,34,94,4,1,82,1,142,0,-0.3273047691334626
523.762036,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31949845691342393
524.192567,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3260967595489358
525.23034,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.2994508396539092
526.510391,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.31595151635896923
582.256193,3,334,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29247603811738854
527.267033,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.3187152987089866
528.199687,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.3226518731869251
596.262714,3,336,25,1177,1,2.997792,0,0,3,2,104,0,0,0,-0.29090008693254854
596.260482,6,250,43,53,2,0.000655,34,149,4,1,82,1,197,0,-0.32973860017257556
596.261702,6,91,43,53,2,0.00047,34,94,4,1,82,1,142,0,-0.32654362200143916
307.463834,3,318,34,80,1,2.961481,2792,605,4,8,3124,6,857,0,-0.0654436865107233
592.880494,3,335,24,80,1,10.055343,2180,845,1,8,2524,6,1942,0,-0.07815716798557482
605.258769,3,336,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29375102478005005
619.277462,3,337,25,1177,1,2.995954,0,0,3,2,104,0,0,0,-0.2912531749667994
619.275394,6,463,43,53,2,0.000584,34,149,4,1,82,1,197,0,-0.3086770819428905
619.276515,6,198,43,53,2,0.000446,34,94,4,1,82,1,142,0,-0.3307280293156147
628.272001,3,337,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2946149062540496
578.264984,12,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.2851128083210517
642.43674,3,338,25,1177,1,2.999655,0,0,3,2,104,0,0,0,-0.29227548318956514
642.276788,6,94,43,53,2,0.158365,34,149,4,1,82,1,197,0,-0.31979839368376367
642.435717,6,268,43,53,2,0.000507,34,94,4,1,82,1,142,0,-0.3301011007990847
651.435163,3,338,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2946149062540496
665.442025,3,339,25,1177,1,2.997917,0,0,3,2,104,0,0,0,-0.29281663357141224
665.439993,6,311,43,53,2,0.000613,34,149,4,1,82,1,197,0,-0.32210515354021146
665.441168,6,157,43,53,2,0.000388,34,94,4,1,82,1,142,0,-0.33065615447348523
674.448863,3,339,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29516507375319245
578.264715,11,6,42,136,0,51.008218,48,48,0,2,144,2,144,0,-0.18961126932752437
688.464793,3,340,25,1177,1,2.998188,0,0,3,2,104,0,0,0,-0.2930520442525494
634.461419,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.2817123723113887
578.265222,11,7,45,135,0,56.496083,40,24,0,2,136,1,72,0,-0.208283832599081
688.462858,6,151,43,53,2,0.000602,34,149,4,1,82,1,197,0,-0.3273422080831738
688.463941,6,73,43,53,2,0.000389,34,94,4,1,82,1,142,0,-0.3214818549057883
639.465627,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.29752066480431305
583.272694,11,6,45,136,0,56.49621,48,48,0,2,144,2,144,0,-0.19143449131165213
697.461333,3,340,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29516507375319245
644.728664,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3053856790281558
644.744424,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.30923802613491264
644.766102,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.31536732264079437
647.26964,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.3175001714274193
649.248033,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.32417196690845296
651.247232,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3252628709040954
652.767584,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31838303186529704
653.230309,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.2981737838003173
653.250175,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.32144940063058985
653.934375,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.3147275044731763
711.493555,3,341,25,1177,1,3.002737,0,0,3,2,104,0,0,0,-0.29027728490910865
711.476786,6,458,43,53,2,0.015276,34,149,4,1,82,1,197,0,-0.3071904624937936
711.492559,6,116,43,53,2,0.000521,34,94,4,1,82,1,142,0,-0.3289193016856952
720.494894,3,341,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29713492222346916
734.519496,3,342,25,1177,1,3.009872,0,0,3,2,104,0,0,0,-0.2869941863136527
734.517441,6,181,43,53,2,0.000602,34,149,4,1,82,1,197,0,-0.32923028070232174
734.518571,6,496,43,53,2,0.000447,34,94,4,1,82,1,142,0,-0.30936078972204645
743.538039,3,342,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2967238136710825
693.46468,11,6,42,136,0,0.000243,24,24,0,1,72,1,72,0,-0.25058676182033757
698.262389,12,6,44,136,0,0.000275,24,16,0,1,72,1,64,0,-0.24556671863226603
757.544476,3,343,25,1177,1,2.997861,0,0,3,2,104,0,0,0,-0.29466402283613474
703.272675,11,6,45,136,0,0.000241,24,24,0,1,72,1,72,0,-0.25458189705233214
757.542364,6,467,43,53,2,0.000566,34,149,4,1,82,1,197,0,-0.3071807418922632
757.543495,6,78,43,53,2,0.000451,34,94,4,1,82,1,142,0,-0.3232133913812526
766.540672,3,343,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2953842978513465
780.587672,3,344,25,1177,1,2.997732,0,0,3,2,104,0,0,0,-0.2940247008959835
780.555558,6,480,43,53,2,0.030524,34,149,4,1,82,1,197,0,-0.30276231801438874
780.586649,6,236,43,53,2,0.000467,34,94,4,1,82,1,142,0,-0.33043220643605153
730.824678,11,5,46,133,0,0,0,0,0,1,184,0,0,0,-0.2821573717859315
789.584295,3,344,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2957367579280991
803.590825,3,345,25,1177,1,3.007727,0,0,3,2,104,0,0,0,-0.28763037440486805
803.588738,6,533,43,53,2,0.000576,34,149,4,1,82,1,197,0,-0.2970467763842172
803.589865,6,476,43,53,2,0.000425,34,94,4,1,82,1,142,0,-0.31140711149245554
812.596717,3,345,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2961432888421313
762.552892,12,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.2869602246572242
770.168692,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.304466717475769
770.302375,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.31071008231981706
770.594374,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.3154674076605088
770.766711,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31800634858142357
826.603818,3,346,25,1177,1,2.997576,0,0,3,2,104,0,0,0,-0.2940247008959835
771.768073,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31888803056375664
771.79907,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3266408995563436
772.769992,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.31587634675380893
773.785982,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.32284157678479797
775.554416,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.301849145639698
826.601727,6,79,43,53,2,0.000595,34,149,4,1,82,1,197,0,-0.3242706213969962
826.602875,6,242,43,53,2,0.00042,34,94,4,1,82,1,142,0,-0.32880997731281647
778.299309,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.325554042679286
835.600283,3,346,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2977580315332757
849.652833,3,347,25,1177,1,3.00195,0,0,3,2,104,0,0,0,-0.29339663744083705
849.614851,6,11,43,53,2,0.036374,34,149,4,1,82,1,197,0,-0.3026797046126991
849.651775,6,39,43,53,2,0.000468,34,94,4,1,82,1,142,0,-0.310367437133068
858.653635,3,347,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2977580315332757
872.659338,3,348,25,1177,1,3.008488,0,0,3,2,104,0,0,0,-0.2867706944427126
872.657172,6,503,43,53,2,0.000614,34,149,4,1,82,1,197,0,-0.3022283917369102
872.658369,6,530,43,53,2,0.000479,34,94,4,1,82,1,142,0,-0.30710964929543594
881.666771,3,348,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2965243499067552
895.672952,3,349,25,1177,1,2.998179,0,0,3,2,104,0,0,0,-0.2930091685452652
895.670856,6,168,43,53,2,0.000578,34,149,4,1,82,1,197,0,-0.32941337451067165
895.671984,6,120,43,53,2,0.000438,34,94,4,1,82,1,142,0,-0.32875765767015824
904.669409,3,349,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2957120228389936
918.722251,3,350,25,1177,1,3.001707,0,0,3,2,104,0,0,0,-0.2925092702123958
918.684133,6,88,43,53,2,0.036506,34,149,4,1,82,1,197,0,-0.3217128352441411
918.721219,6,507,43,53,2,0.000488,34,94,4,1,82,1,142,0,-0.3080285876800259
919.410956,4,133,19,5353,2,0,0,0,3,1,73,0,0,0,-0.15871712747862077
919.410981,5,133,60,5353,2,0,0,0,3,1,93,0,0,0,-0.1493671857501344
927.722704,3,350,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2957120228389936
941.74966,3,351,25,1177,1,3.007633,0,0,3,2,104,0,0,0,-0.2879072617693566
941.747598,6,513,43,53,2,0.000551,34,149,4,1,82,1,197,0,-0.3027222928172293
941.7487,6,535,43,53,2,0.000424,34,94,4,1,82,1,142,0,-0.30489168802471633
895.608616,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.30546689719022846
950.75548,3,351,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2960914830064695
897.268929,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.3201118672254637
897.854417,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.32572182946310857
899.261552,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.3192330411655402
901.765505,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.3159950905264734
901.902413,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.3163917659737043
902.35293,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3278396233170973
902.856663,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.32295814881066737
903.34879,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.31227458565432026
905.070434,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.30425326453132806
964.76217,3,352,25,1177,1,2.998245,0,0,3,2,104,0,0,0,-0.2943316606907824
964.760137,6,48,43,53,2,0.000586,34,149,4,1,82,1,197,0,-0.30974966346719157
964.761227,6,515,43,53,2,0.000441,34,94,4,1,82,1,142,0,-0.3088011085549313
973.768576,3,352,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2978010717590589
920.847943,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.2812617754335233
925.848983,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.2962752673609326
988.701377,3,353,25,1177,1,3.003043,0,0,3,2,104,0,0,0,-0.2932945993354219
987.7734,6,38,43,53,2,0.926193,34,149,4,1,82,1,197,0,-0.2817844465158298
988.700276,6,50,43,53,2,0.00055,34,94,4,1,82,1,142,0,-0.3121739316040809
997.703099,3,353,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2978010717590589
1011.710422,3,354,25,1177,1,3.007619,0,0,3,2,104,0,0,0,-0.2899270934540336
1011.708279,6,110,43,53,2,0.000604,34,149,4,1,82,1,197,0,-0.3251122722390764
1011.709437,6,98,43,53,2,0.000436,34,94,4,1,82,1,142,0,-0.3257838584337981
1020.716607,3,354,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29807665925712845
969.746514,11,5,46,133,0,0,0,0,0,1,184,0,0,0,-0.27906701358579994
1034.723116,3,355,25,1177,1,2.997914,0,0,3,2,104,0,0,0,-0.29503857609195633
1034.721013,6,216,43,53,2,0.00059,34,149,4,1,82,1,197,0,-0.3277371629116428
1034.722147,6,521,43,53,2,0.000442,34,94,4,1,82,1,142,0,-0.3084411059198966
1043.719386,3,355,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29785721325316605
1057.750371,3,356,25,1177,1,3.003777,0,0,3,2,104,0,0,0,-0.291886005556664
1057.733743,6,444,43,53,2,0.015139,34,149,4,1,82,1,197,0,-0.3043039810119672
1057.749352,6,450,43,53,2,0.000518,34,94,4,1,82,1,142,0,-0.31380717873995095
1066.752395,3,356,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29785721325316605
1021.048581,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3052411142427696
1022.268764,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.3134005691194206
1023.413133,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.3238451946348768
1023.916185,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3259737012531099
1023.916233,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.31032992855263253
1025.262981,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31780185286745755
1080.759255,3,357,25,1177,1,3.007912,0,0,3,2,104,0,0,0,-0.288620786769498
1026.222438,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.303661500410547
1026.764799,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31691763620110924
1028.412157,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.3208132924115869
1080.75723,6,445,43,53,2,0.000636,34,149,4,1,82,1,197,0,-0.30470970380232415
1080.758342,6,269,43,53,2,0.00047,34,94,4,1,82,1,142,0,-0.3293209637442681
1030.862342,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.31358841963714734
1089.76559,3,357,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2972848014330123
1103.773773,3,358,25,1177,1,2.996132,0,0,3,2,104,0,0,0,-0.28965314654928775
1103.771585,6,470,43,53,2,0.00058,34,149,4,1,82,1,197,0,-0.3041735692751379
1103.772717,6,68,43,53,2,0.000505,34,94,4,1,82,1,142,0,-0.3189861309627007
1112.778553,3,358,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29513628298961686
1126.897037,3,359,25,1177,1,2.996174,0,0,3,2,104,0,0,0,-0.2899644985622119
1126.78353,6,166,43,53,2,0.111772,34,50,4,1,82,1,98,0,-0.3175219446827335
1126.895881,6,545,43,53,2,0.000654,34,94,4,1,82,1,142,0,-0.30355620256783983
1135.891661,3,359,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29480810003625696
1149.898496,3,360,25,1177,1,2.997573,0,0,3,2,104,0,0,0,-0.2915355640030333
1149.896542,6,543,43,53,2,0.000386,34,50,4,1,82,1,98,0,-0.2807940520925997
1149.897486,6,488,43,53,2,0.000469,34,94,4,1,82,1,142,0,-0.3110499613587548
1158.894725,3,360,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29315252603045133
1172.901365,3,361,25,1177,1,2.998442,0,0,3,2,104,0,0,0,-0.29337963899689395
1172.899117,6,160,43,53,2,0.000332,34,50,4,1,82,1,98,0,-0.32041658646073556
1172.900339,6,213,43,53,2,0.000502,34,94,4,1,82,1,142,0,-0.33037265900069623
1181.90777,3,361,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29344352601486495
1195.944186,3,362,25,1177,1,2.9983,0,0,3,2,104,0,0,0,-0.2921901127698073
1195.912145,6,517,43,53,2,0.030567,34,149,4,1,82,1,197,0,-0.29657116532336736
1195.943223,6,47,43,53,2,0.000486,34,94,4,1,82,1,142,0,-0.3106355612606024
1146.488585,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.30528282240823273
1146.767999,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31755552513499447
1148.970631,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.3214819352405348
1149.761679,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.31464637387339034
1204.941413,3,362,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2913976894606326
1151.464347,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.31138808296742815
1152.265629,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.3189558279764218
1152.467181,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3268075565233064
1154.446402,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.3136672725931415
1155.474182,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.32468383729415873
1156.366397,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.30263317812815194
1218.956032,3,363,25,1177,1,2.999574,0,0,3,2,104,0,0,0,-0.29170082058514757
1218.954244,6,266,43,53,2,0.000733,34,149,4,1,82,1,197,0,-0.32694621026855114
1218.955244,6,107,43,53,2,0.000493,34,94,4,1,82,1,142,0,-0.32652192722179524
1227.954416,3,363,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2924771044301442
1241.987966,3,364,25,1177,1,3.001022,0,0,3,2,104,0,0,0,-0.2901745934659719
1241.986013,6,472,43,53,2,0.000595,34,149,4,1,82,1,197,0,-0.30396342546856114
1241.987071,6,255,43,53,2,0.000446,34,94,4,1,82,1,142,0,-0.32961277628287994
1250.997815,3,364,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29319055806039496
1265.018416,3,365,25,1177,1,2.993681,0,0,3,2,104,0,0,0,-0.28511862655128006
1265.001747,6,494,43,53,2,0.015168,34,149,4,1,82,1,197,0,-0.301675245055537
1265.01751,6,516,43,53,2,0.000426,34,94,4,1,82,1,142,0,-0.3100047262258266
1274.010465,3,365,25,1177,1,0,0,0,3,1,48,0,0,0,-0.291698949317087
1288.027144,3,366,25,1177,1,2.998122,0,0,3,2,104,0,0,0,-0.2927504766135841
1234.390873,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.27693289936906385
1288.024925,6,276,43,53,2,0.000615,34,149,4,1,82,1,197,0,-0.32511484653798367
1288.026079,6,489,43,53,2,0.000583,34,94,4,1,82,1,142,0,-0.3113412144934208
1239.400871,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.29627840758642743
1297.023964,3,366,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2908220993596231
1311.033685,3,367,25,1177,1,3.0045,0,0,3,2,104,0,0,0,-0.28844814132814955
1311.02792,6,136,43,53,2,0.004277,34,149,4,1,82,1,197,0,-0.32482758788943317
1311.032708,6,260,43,53,2,0.000516,34,94,4,1,82,1,142,0,-0.3285201274882017
1320.036938,3,367,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29076483264903324
1271.928531,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3036738305927062
1274.526492,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.3236447253927353
1275.029342,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3257743763890312
1275.374379,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.3115719376042621
1275.762858,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.3134121825415799
1276.264224,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31773555754306365
1276.529016,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.30928028031955834
1277.031622,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.3204338800959778
1334.091391,3,368,25,1177,1,3.000134,0,0,3,2,104,0,0,0,-0.29226751057481487
1279.268459,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31633073128099143
1280.846394,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.30101329478790295
1334.07378,6,65,43,53,2,0.016096,34,149,4,1,82,1,197,0,-0.31438509945145515
1334.090455,6,108,43,53,2,0.000412,34,94,4,1,82,1,142,0,-0.3256330934395191
1343.089949,3,368,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29076483264903324
1357.106013,3,369,25,1177,1,2.998013,0,0,3,2,104,0,0,0,-0.29284091719234856
1357.103929,6,64,43,53,2,0.000668,34,149,4,1,82,1,197,0,-0.31427066096654155
1357.105093,6,511,43,53,2,0.000436,34,94,4,1,82,1,142,0,-0.30955526081070023
1366.103012,3,369,25,1177,1,0,0,0,3,1,48,0,0,0,-0.29076483264903324
1380.109968,3,370,25,1177,1,3.007508,0,0,3,2,104,0,0,0,-0.2843337464062322
1380.10782,6,93,43,53,2,0.000592,34,149,4,1,82,1,197,0,-0.3222052237218672
1380.108974,6,544,43,53,2,0.000436,34,94,4,1,82,1,142,0,-0.3055825331097314
1389.116118,3,370,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2900669617774483
1340.15766,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.27353526708841247
1345.176865,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.2942804014227416
1404.373101,3,371,25,1177,1,2.99917,0,0,3,2,104,0,0,0,-0.2921719563095935
1404.192429,6,475,43,53,2,0.015318,34,149,4,1,82,1,197,0,-0.30254897381129475
1404.208174,6,149,43,53,2,0.000486,34,94,4,1,82,1,142,0,-0.32586963712859723
1413.371245,3,371,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2898950073616262
1427.386442,3,372,25,1177,1,2.999057,0,0,3,2,104,0,0,0,-0.2907010112393629
1427.384759,6,72,43,53,2,0.000547,34,149,4,1,82,1,197,0,-0.31895280806570986
1427.385626,6,75,43,53,2,0.000474,34,94,4,1,82,1,142,0,-0.32197959846653285
1436.384021,3,372,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2905801884267966
1450.460541,3,373,25,1177,1,3.008203,0,0,3,2,104,0,0,0,-0.2797733996987232
1397.368488,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3055174003766711
1397.594502,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3265113727370609
1399.761281,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.31443247303478095
1450.418998,6,177,43,53,2,0.000759,34,149,4,1,82,1,197,0,-0.32676953298106803
1450.459424,6,165,43,53,2,0.000631,34,94,4,1,82,1,142,0,-0.3301841289544516
1401.070357,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.30140949077270374
1402.097895,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.3108145009630505
1402.765507,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31701395229050955
1459.466972,3,373,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2908898114788823
1404.593995,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.321363772354145
1404.654456,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.31188404319541474
1405.593683,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.3243148093726338
1406.761602,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.31841625527406475
1473.524403,3,374,25,1177,1,2.997557,0,0,3,2,104,0,0,0,-0.28984128936790066
1473.485879,6,156,43,53,2,0.036803,34,149,4,1,82,1,197,0,-0.32302630716426256
1473.52337,6,495,43,53,2,0.000489,34,94,4,1,82,1,142,0,-0.3099153401786074
1482.520583,3,374,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2908898114788823
1438.556762,7,6,49,136,0,0,0,0,0,1,72,0,0,0,-0.26913134004123135
1496.536635,3,375,25,1177,1,2.99838,0,0,3,2,104,0,0,0,-0.2898287209879771
1443.56091,10,6,52,136,0,0,0,0,0,1,72,0,0,0,-0.29291743548059346
1496.534636,6,124,43,53,2,0.000591,34,149,4,1,82,1,197,0,-0.326289240438046
1496.535707,6,183,43,53,2,0.000463,34,94,4,1,82,1,142,0,-0.3293372766399535
1505.533229,3,375,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2898689235623909
1519.54027,3,376,25,1177,1,3.007396,0,0,3,2,104,0,0,0,-0.27996701371838945
1519.538013,6,150,43,53,2,0.000592,34,149,4,1,82,1,197,0,-0.32548755967724546
1519.539155,6,82,43,53,2,0.000638,34,94,4,1,82,1,142,0,-0.32396238009396433
1528.546832,3,376,25,1177,1,0,0,0,3,1,48,0,0,0,-0.28926009845426154
1480.150037,11,5,46,133,0,0,0,0,0,1,184,0,0,0,-0.27012763663467865
1542.567867,3,377,25,1177,1,2.993089,0,0,3,2,104,0,0,0,-0.27949411064394214
1542.55071,6,267,43,53,2,0.015818,34,149,4,1,82,1,197,0,-0.3259194880369071
1542.566948,6,214,43,53,2,0.000469,34,94,4,1,82,1,142,0,-0.3298655115345208
1551.559547,3,377,25,1177,1,0,0,0,3,1,48,0,0,0,-0.2880377990720403
1565.576493,3,378,25,1177,1,2.9972,0,0,3,2,104,0,0,0,-0.2880088453623702
1565.574447,6,527,43,53,2,0.000608,34,149,4,1,82,1,197,0,-0.29835752551312966
1565.575551,6,462,43,53,2,0.000482,34,94,4,1,82,1,142,0,-0.31246949853129474
1574.572325,3,378,25,1177,1,0,0,0,3,1,48,0,0,0,-0.28922400105162716
1522.808512,11,1,46,131,0,0,0,0,0,1,72,0,0,0,-0.3043934523831451
1525.151948,10,2,54,130,0,0,0,0,0,1,72,0,0,0,-0.3244997042409108
1525.998402,9,2,57,130,0,0,0,0,0,1,72,0,0,0,-0.30963738623229986
1526.764071,12,2,50,130,0,0,0,0,0,1,72,0,0,0,-0.3137752499604821
1528.156283,10,2,51,130,0,0,0,0,0,1,72,0,0,0,-0.32036205504837384
1528.766722,12,2,56,130,0,0,0,0,0,1,72,0,0,0,-0.31423386352529953
1528.766897,12,2,55,130,0,0,0,0,0,1,72,0,0,0,-0.3156464339598827
1530.062335,9,2,60,130,0,0,0,0,0,1,72,0,0,0,-0.29822542357917664
1530.158656,10,2,53,130,0,0,0,0,0,1,72,0,0,0,-0.3217728847707023
1530.651836,10,2,59,130,0,0,0,0,0,1,72,0,0,0,-0.30804356201791944
1588.579348,3,379,25,1177,1,3.008169,0,0,3,2,104,0,0,0,-0.2798765650830156
1588.577172,6,206,43,53,2,0.000591,34,149,4,1,82,1,197,0,-0.3255643047418844
1588.578381,6,529,43,53,2,0.000449,34,94,4,1,82,1,142,0,-0.3072193849919277
